MarketDataID,FundID,Date,NAV,Volume
MD1290,DODWX,2024-04-25,96.68,35237
MD1291,DODWX,2019-04-29,105.92,54588
MD1292,DODWX,2008-06-04,114.91,79736
MD1293,DODWX,2015-12-22,101.06,65933
MD1294,DODWX,2010-03-23,108.66,65491
MD1295,DODWX,2016-04-28,118.25,15528
MD1296,DODWX,2019-10-09,107.83,16045
MD1297,DODWX,2016-07-19,101.23,54222
MD1298,DODWX,2005-10-05,111.57,75217
MD1299,DODWX,2015-04-20,141.28,25977
MD1300,DODWX,2018-01-14,132.84,21246
MD1301,DODWX,2018-03-17,139.33,98167
MD1302,DODWX,2016-02-22,111.31,18082
MD1303,DODWX,2009-12-02,113.91,66385
MD1304,DODWX,2018-05-14,107.53,65403
MD1305,DODWX,2013-09-10,102.78,72277
MD1306,DODWX,2005-07-13,117.31,34301
MD1307,DODWX,2020-02-13,139.91,30967
MD1308,DODWX,2002-12-16,118.09,73527
MD1309,DODWX,2016-05-22,141.51,27822
MD1310,DODWX,2009-03-24,109.54,37711
MD1311,DODWX,2014-09-09,138.47,12911
MD1312,DODWX,2010-08-29,135.23,20635
MD1313,DODWX,2020-10-23,131.43,25973
MD1314,DODWX,2006-09-17,96.92,38280
MD1315,DODWX,2024-05-05,125.14,93361
MD1316,DODWX,2017-04-06,139.61,44166
MD1317,DODWX,2014-03-30,120.75,64710
MD1318,DODWX,2018-08-02,103.26,36416
MD1319,DODWX,2011-09-10,128.61,87597
MD1320,DODWX,2022-02-10,122.2,41375
MD1321,DODWX,2021-03-13,111.12,60403
MD1322,DODWX,2014-08-23,123.81,16157
MD1323,DODWX,2020-05-14,110.57,14863
MD1324,DODWX,2018-07-24,122.51,46951
MD1325,DODWX,2017-05-29,105.28,79239
MD1326,DODWX,2007-03-17,113.03,69985
MD1327,DODWX,2008-03-11,131.54,56929
MD1328,DODWX,2007-01-16,130.93,27569
MD1329,DODWX,2016-05-31,106.36,59222
MD1330,DODWX,2008-08-22,96.72,62888
MD1331,DODWX,2020-05-30,134.74,51725
MD1332,DODWX,2013-04-15,102.21,68452
MD1333,DODWX,2003-12-07,139.08,2006
MD1334,DODWX,2013-02-15,106.98,90662
MD1335,DODWX,2013-06-04,144.47,99664
MD1336,DODWX,2022-01-05,112.33,30139
MD1337,DODWX,2008-07-07,129.47,57817
MD1338,DODWX,2005-08-17,125.23,65869
MD1339,DODWX,2017-04-13,113.89,65878
MD1340,DODWX,2007-03-11,109.45,33892
MD1341,DODWX,2023-11-06,117.25,22759
MD1342,DODWX,2003-06-07,143.96,63068
MD1343,DODWX,2016-07-03,101.38,61520
MD1344,DODWX,2014-10-05,124.19,68988
MD1345,DODWX,2022-12-31,98.16,52907
MD1346,DODWX,2017-09-02,103.81,18701
MD1347,DODWX,2006-05-28,102.32,22983
MD1348,DODWX,2018-09-09,142.43,10601
MD1349,DODWX,2003-06-01,143.12,25779
MD1350,DODWX,2012-10-11,119.2,59376
MD1351,DODWX,2012-09-10,131.18,34995
MD1352,DODWX,2018-08-17,127.49,31768
MD1353,DODWX,2013-05-06,142.82,35486
MD1354,DODWX,2013-02-09,124.53,38170
MD1355,DODWX,2014-02-10,126.91,77621
MD1356,DODWX,2017-03-02,135.77,47452
MD1357,DODWX,2008-08-25,124.16,63870
MD1358,DODWX,2023-10-07,139.53,45707
MD1359,DODWX,2008-11-02,108.96,43460
MD1360,DODWX,2006-04-19,103.56,20730
MD1361,DODWX,2017-09-05,106.92,11881
MD1362,DODWX,2007-11-13,132.59,56570
MD1363,DODWX,2004-12-09,102.53,66616
MD1364,DODWX,2020-01-23,126.89,35795
MD1365,DODWX,2022-03-24,122.3,77844
MD1366,DODWX,2019-09-21,108.61,66360
MD1367,DODWX,2005-09-21,123.18,29842
MD1368,DODWX,2017-07-03,121.88,70842
MD1369,DODWX,2022-11-08,119.76,6683
MD1370,DODWX,2010-02-04,139.29,78721
MD1371,DODWX,2019-03-04,98.52,6999
MD1372,DODWX,2005-11-16,103.72,28230
MD1373,DODWX,2010-10-27,106.3,71661
MD1374,DODWX,2006-09-09,114.9,3184
MD1375,DODWX,2006-08-24,113.91,69831
MD1376,DODWX,2004-07-17,100.39,9423
MD1377,DODWX,2008-04-25,110.29,70685
MD1378,DODWX,2017-04-01,113.19,37011
MD1379,DODWX,2003-04-03,126.89,46875
MD1380,DODWX,2007-12-10,125.91,12257
MD1381,DODWX,2018-01-28,125.25,29678
MD1382,DODWX,2019-12-18,108.7,43580
MD1383,DODWX,2009-10-13,108.0,99981
MD1384,DODWX,2016-02-02,102.96,66120
MD1385,DODWX,2008-10-20,121.93,81678
MD1386,DODWX,2004-11-05,101.95,72620
MD1387,DODWX,2005-08-20,110.73,68516
MD1388,DODWX,2007-02-28,131.67,47689
MD1389,DODWX,2010-04-07,135.38,56524
MD1390,DODWX,2004-01-19,110.57,5544
MD1391,DODWX,2020-02-09,118.4,26731
MD1392,DODWX,2014-07-05,117.89,51411
MD1393,DODWX,2016-09-06,128.04,20031
MD1394,DODWX,2020-10-04,112.11,24025
MD1395,DODWX,2013-04-12,105.44,42327
MD1396,DODWX,2013-06-20,100.11,84364
MD1397,DODWX,2013-05-06,103.85,45358
MD1398,DODWX,2006-12-22,113.59,78294
MD1399,DODWX,2010-04-12,129.34,14019
MD1400,DODWX,2008-04-23,106.82,16717
MD1401,DODWX,2021-07-11,105.67,87218
MD1402,DODWX,2010-07-13,115.45,50950
MD1403,DODWX,2019-05-28,105.16,15789
MD1404,DODWX,2014-06-22,124.21,57492
MD1405,DODWX,2002-09-23,132.95,66688
MD1406,DODWX,2015-09-10,112.89,77466
MD1407,DODWX,2017-10-22,132.07,81220
MD1408,DODWX,2019-06-13,110.16,90674
MD1409,DODWX,2013-06-07,144.08,83919
MD1410,DODWX,2004-03-14,108.6,44261
MD1411,DODWX,2018-03-17,141.52,39870
MD1412,DODWX,2015-03-14,113.71,75959
MD1413,DODWX,2010-06-15,111.41,22237
MD1414,DODWX,2003-11-03,140.17,28330
MD1415,DODWX,2005-09-27,111.18,42085
MD1416,DODWX,2006-07-27,130.76,61511
MD1417,DODWX,2015-08-27,118.44,94735
MD1418,DODWX,2003-09-27,102.56,11405
MD1419,DODWX,2011-05-26,110.88,75002
MD1420,DODWX,2016-10-20,122.85,62580
MD1421,DODWX,2004-12-30,99.24,71398
MD1422,DODWX,2018-11-03,142.13,89064
MD1423,DODWX,2015-09-04,109.52,82067
MD1424,DODWX,2010-11-09,140.35,8896
MD1425,DODWX,2008-02-01,133.08,70171
MD1426,DODWX,2017-09-18,107.26,65621
MD1427,DODWX,2011-08-17,135.61,94240
MD1428,DODWX,2010-10-05,115.22,27664
MD1429,DODWX,2006-09-20,126.65,76905
MD1430,DODWX,2002-12-16,133.89,9127
MD1431,DODWX,2021-12-27,113.75,36065
MD1432,DODWX,2023-08-03,140.03,27380
MD1433,DODWX,2019-09-30,142.07,79556
MD1434,DODWX,2012-03-18,109.51,88807
MD1435,DODWX,2006-11-12,131.33,75914
MD1436,DODWX,2013-08-16,122.18,87180
MD1437,DODWX,2022-04-26,118.24,15620
MD1438,DODWX,2006-05-25,121.81,28688
MD1439,DODWX,2019-04-16,144.14,49525
MD1440,DODWX,2010-07-08,100.71,38246
MD1441,DODWX,2019-01-16,121.61,79951
MD1442,DODWX,2007-01-19,138.65,36157
MD1443,DODWX,2012-02-04,137.08,40976
MD1444,DODWX,2018-01-20,107.81,28634
MD1445,DODWX,2016-12-12,115.4,48908
MD1446,DODWX,2023-07-30,136.07,83468
MD1447,DODWX,2021-12-13,103.36,30423
MD1448,DODWX,2008-01-26,143.34,31490
MD1449,DODWX,2018-09-26,129.59,24264
MD1450,DODWX,2015-05-27,109.26,69890
MD1451,DODWX,2024-03-23,138.06,1784
MD1452,DODWX,2016-06-23,135.88,50403
MD1453,DODWX,2005-11-25,131.93,86296
MD1454,DODWX,2013-06-29,116.67,78668
MD1455,DODWX,2020-02-25,126.24,92092
MD1456,DODWX,2008-03-07,134.26,51081
MD1457,DODWX,2003-07-30,142.53,21966
MD1458,DODWX,2005-04-23,122.6,86408
MD1459,DODWX,2017-03-16,104.52,53607
MD1460,DODWX,2013-08-16,118.66,25764
MD1461,DODWX,2012-05-13,111.57,74757
MD1462,DODWX,2024-02-15,112.9,97231
MD1463,DODWX,2004-06-12,122.86,88128
MD1464,DODWX,2021-02-19,120.92,4179
MD1465,DODWX,2017-01-29,99.52,24102
MD1466,DODWX,2003-08-11,127.53,5486
MD1467,DODWX,2014-05-06,111.17,80439
MD1468,DODWX,2021-10-07,119.3,69968
MD1469,DODWX,2009-01-20,120.05,8584
MD1470,DODWX,2007-12-24,99.47,52215
MD1471,DODWX,2006-09-22,111.3,49481
MD1472,DODWX,2019-12-03,106.78,39933
MD1473,DODWX,2019-06-06,128.75,82433
MD1474,DODWX,2023-05-14,131.27,44371
MD1475,DODWX,2022-12-22,121.74,24626
MD1476,DODWX,2003-01-20,105.19,67415
MD1477,DODWX,2021-09-24,136.26,50313
MD1478,DODWX,2012-11-08,103.38,6672
MD1479,DODWX,2005-01-25,99.44,76865
MD1480,DODWX,2015-10-23,139.13,88872
MD1481,DODWX,2009-02-03,142.82,35999
MD1482,DODWX,2010-02-18,112.07,40906
MD1483,DODWX,2014-07-07,99.33,17586
MD1484,DODWX,2011-06-02,143.7,42547
MD1485,DODWX,2005-07-16,127.52,92704
MD1486,DODWX,2021-04-07,128.36,26839
MD1487,DODWX,2009-03-19,110.62,96057
MD1488,DODWX,2012-07-17,139.39,83855
MD1489,DODWX,2019-07-06,134.1,15183
MD1490,DODWX,2009-08-24,107.84,69465
MD1491,DODWX,2019-03-24,132.01,23812
MD1492,DODWX,2021-11-28,97.52,44799
MD1493,DODWX,2003-11-05,140.63,68851
MD1494,DODWX,2021-09-09,109.34,30400
MD1495,DODWX,2011-12-07,131.5,66506
MD1496,DODWX,2010-05-09,115.29,43275
MD1497,DODWX,2006-06-07,114.97,93952
MD1498,DODWX,2008-10-28,135.56,49805
MD1499,DODWX,2019-06-21,115.13,67791
MD1500,DODWX,2009-02-01,114.02,99105
MD1501,DODWX,2013-06-20,101.0,65203
MD1502,DODWX,2022-05-20,106.48,33008
MD1503,DODWX,2009-07-23,134.23,81229
MD1504,DODWX,2008-05-31,110.52,4711
MD1505,DODWX,2011-06-25,141.45,72081
MD1506,DODWX,2020-02-08,105.72,76664
MD1507,DODWX,2013-09-12,143.32,91319
MD1508,DODWX,2011-03-20,96.93,86105
MD1509,DODWX,2008-02-04,106.01,55025
MD1510,DODWX,2004-09-16,114.42,3026
MD1511,DODWX,2004-08-18,108.7,95638
MD1512,DODWX,2006-01-21,135.57,15980
MD1513,DODWX,2020-04-01,112.93,85812
MD1514,DODWX,2023-05-09,142.93,13873
MD1515,DODWX,2008-05-29,122.35,92451
MD1516,DODWX,2016-01-31,121.33,52133
MD1517,DODWX,2010-05-07,141.38,40273
MD1518,DODWX,2010-09-04,113.03,27113
MD1519,DODWX,2013-07-16,117.54,39508
MD1520,DODWX,2019-09-09,136.35,80375
MD1521,DODWX,2021-08-02,136.16,81905
MD1522,DODWX,2023-01-28,115.89,20939
MD1523,DODWX,2011-08-02,127.76,9566
MD1524,DODWX,2007-09-18,129.79,24006
MD1525,DODWX,2008-05-22,134.21,65518
MD1526,DODWX,2021-05-27,124.17,76829
MD1527,DODWX,2015-10-16,131.83,92203
MD1528,DODWX,2016-10-07,135.3,28511
MD1529,DODWX,2006-10-15,135.04,36086
MD1530,DODWX,2024-04-19,139.92,93215
MD1531,DODWX,2007-01-29,138.65,51386
MD1532,DODWX,2012-11-07,105.54,22137
MD1533,DODWX,2024-04-02,142.72,81057
MD1534,DODWX,2015-10-17,124.04,18413
MD1535,DODWX,2023-07-03,120.53,45712
MD1536,DODWX,2012-11-18,129.02,29086
MD1537,DODWX,2021-05-18,120.77,19288
MD1538,DODWX,2015-02-16,116.57,42787
MD1539,DODWX,2007-10-08,125.51,88503
MD1540,DODWX,2015-05-18,138.82,24526
MD1541,DODWX,2020-08-04,119.86,14027
MD1542,DODWX,2006-03-13,133.94,89921
MD1543,DODWX,2023-03-06,123.14,96110
MD1544,DODWX,2018-04-28,97.0,1613
MD1545,DODWX,2017-09-24,119.97,53404
MD1546,DODWX,2020-12-26,100.2,2074
MD1547,DODWX,2014-08-15,125.27,88349
MD1548,DODWX,2020-01-22,131.32,67124
MD1549,DODWX,2011-11-03,110.52,62376
MD1550,DODWX,2019-08-20,132.99,3437
MD1551,DODWX,2005-09-06,115.55,72392
MD1552,DODWX,2009-03-01,115.08,16719
MD1553,DODWX,2005-08-02,105.28,64040
MD1554,DODWX,2023-06-09,128.39,15754
MD1555,DODWX,2017-09-16,126.95,56474
MD1556,DODWX,2008-05-05,128.86,14989
MD1557,DODWX,2019-11-13,106.78,9067
MD1558,DODWX,2013-08-31,122.16,17282
MD1559,DODWX,2013-09-02,121.54,64924
MD1560,DODWX,2013-11-06,140.11,93086
MD1561,DODWX,2004-12-22,104.58,59964
MD1562,DODWX,2012-06-02,110.47,86143
MD1563,DODWX,2023-09-16,131.87,86124
MD1564,DODWX,2018-04-29,121.47,27493
MD1565,DODWX,2014-11-21,133.44,58180
MD1566,DODWX,2021-01-18,115.36,3053
MD1567,DODWX,2006-04-19,105.55,8472
MD1568,DODWX,2012-03-28,125.72,76677
MD1569,DODWX,2020-08-02,119.37,90743
MD1570,DODWX,2023-01-24,113.58,61017
MD1571,DODWX,2011-11-06,112.91,46483
MD1572,DODWX,2005-08-14,105.51,32133
MD1573,DODWX,2022-07-14,122.07,47996
MD1574,DODWX,2013-09-05,111.28,5623
MD1575,DODWX,2009-07-31,138.24,20649
MD1576,DODWX,2008-08-28,143.74,29428
MD1577,DODWX,2003-01-22,99.31,74508
MD1578,DODWX,2013-05-08,119.46,86760
MD1579,DODWX,2008-01-17,123.97,10465
MD1580,DODWX,2018-04-27,114.69,88680
MD1581,DODWX,2018-01-19,102.27,81716
MD1582,DODWX,2005-11-05,114.61,32477
MD1583,DODWX,2022-08-02,141.33,98487
MD1584,DODWX,2015-07-21,115.11,73476
MD1585,DODWX,2008-03-14,101.37,68936
MD1586,DODWX,2015-11-02,142.39,17832
MD1587,DODWX,2021-01-16,128.14,71979
MD1588,DODWX,2010-09-30,124.38,75617
MD1589,DODWX,2015-12-06,133.45,64757
MD1590,DODWX,2012-11-08,125.99,42447
MD1591,DODWX,2014-09-13,113.02,89876
MD1592,DODWX,2013-01-13,103.8,17531
MD1593,DODWX,2021-01-09,104.7,48928
MD1594,DODWX,2019-03-24,139.01,67479
MD1595,DODWX,2011-04-02,133.6,69208
MD1596,DODWX,2005-08-10,116.4,33841
MD1597,DODWX,2015-05-09,100.92,86989
MD1598,DODWX,2010-05-25,140.16,36842
MD1599,DODWX,2004-02-29,119.66,31355
MD1600,DODWX,2022-05-28,112.88,19056
MD1601,DODWX,2009-01-17,121.74,75223
MD1602,DODWX,2013-08-10,135.41,86202
MD1603,DODWX,2021-05-16,134.06,50781
MD1604,DODWX,2019-05-09,135.29,44356
MD1605,DODWX,2012-12-27,98.9,52805
MD1606,DODWX,2024-05-05,120.49,30770
MD1607,DODWX,2019-02-14,133.69,21830
MD1608,DODWX,2012-09-04,104.38,3938
MD1609,DODWX,2013-06-28,118.05,45251
MD1610,DODWX,2014-03-07,98.24,38320
MD1611,DODWX,2016-07-03,122.94,64017
MD1612,DODWX,2024-05-01,120.69,20471
MD1613,DODWX,2003-05-15,122.17,45314
MD1614,DODWX,2017-10-11,142.23,71290
MD1615,DODWX,2016-01-31,99.81,48331
MD1616,DODWX,2014-11-05,137.19,85246
MD1617,DODWX,2017-10-04,102.72,17368
MD1618,DODWX,2016-12-05,121.34,96212
MD1619,DODWX,2018-11-24,120.89,24783
MD1620,DODWX,2015-06-13,143.05,65760
MD1621,DODWX,2012-07-24,131.01,61566
MD1622,DODWX,2019-10-26,113.76,99593
MD1623,DODWX,2006-08-23,122.68,68250
MD1624,DODWX,2017-03-28,111.71,87039
MD1625,DODWX,2019-09-15,137.87,23062
MD1626,DODWX,2020-12-11,126.1,68559
MD1627,DODWX,2009-05-01,110.87,63265
MD1628,DODWX,2010-01-16,101.58,7734
MD1629,DODWX,2007-06-27,114.97,36939
MD1630,DODWX,2005-04-26,118.58,83883
MD1631,DODWX,2019-01-04,131.28,27167
MD1632,DODWX,2017-08-27,141.38,90541
MD1633,DODWX,2008-01-26,106.67,91898
MD1634,DODWX,2017-05-27,97.27,25856
MD1635,DODWX,2024-05-16,120.39,3087
MD1636,DODWX,2011-03-01,114.15,40608
MD1637,DODWX,2003-08-26,104.5,4487
MD1638,DODWX,2003-12-20,109.08,82569
MD1639,DODWX,2011-09-15,103.42,69756
MD1640,DODWX,2004-03-29,142.65,70959
MD1641,DODWX,2010-12-10,99.34,58641
MD1642,DODWX,2007-11-02,132.23,47240
MD1643,DODWX,2020-05-19,138.38,97325
MD1644,DODWX,2021-06-03,125.29,88546
MD1645,DODWX,2011-09-21,129.61,37718
MD1646,DODWX,2005-06-23,98.79,40036
MD1647,DODWX,2003-10-18,133.11,21440
MD1648,DODWX,2014-08-16,102.9,56562
MD1649,DODWX,2005-10-13,129.3,26698
MD1650,DODWX,2003-06-15,120.11,59236
MD1651,DODWX,2003-10-29,106.82,36915
MD1652,DODWX,2010-02-18,115.4,1707
MD1653,DODWX,2003-12-26,134.32,62007
MD1654,DODWX,2009-05-19,126.36,39743
MD1655,DODWX,2002-09-09,142.04,22428
MD1656,DODWX,2010-03-04,102.3,94580
MD1657,DODWX,2022-09-16,96.91,14183
MD1658,DODWX,2007-01-18,131.11,21121
MD1659,DODWX,2008-06-21,126.46,12393
MD1660,DODWX,2018-02-01,98.57,75768
MD1661,DODWX,2012-08-13,106.27,29144
MD1662,DODWX,2020-08-31,118.26,93951
MD1663,DODWX,2009-05-17,110.58,45304
MD1664,DODWX,2016-02-12,103.14,33122
MD1665,DODWX,2023-12-21,131.15,43771
MD1666,DODWX,2009-01-19,135.96,67610
MD1667,DODWX,2020-10-27,116.82,52227
MD1668,DODWX,2009-07-30,103.07,11939
MD1669,DODWX,2015-05-31,129.51,42700
MD1670,DODWX,2020-02-24,103.03,70905
MD1671,DODWX,2021-05-03,104.8,77638
MD1672,DODWX,2011-06-28,97.72,64059
MD1673,DODWX,2019-02-18,123.9,70027
MD1674,DODWX,2008-07-09,97.94,46490
MD1675,DODWX,2015-06-19,112.24,25854
MD1676,DODWX,2020-01-25,131.48,16203
MD1677,DODWX,2024-03-17,129.74,70898
MD1678,DODWX,2011-09-30,97.28,4537
MD1679,DODWX,2014-08-21,101.74,64006
MD1680,DODWX,2005-10-08,135.73,14023
MD1681,DODWX,2016-07-16,143.44,43859
MD1682,DODWX,2004-06-13,141.47,19447
MD1683,DODWX,2003-05-18,137.33,48127
MD1684,DODWX,2019-03-08,105.28,70305
MD1685,DODWX,2021-07-04,140.26,75304
MD1686,DODWX,2008-04-29,103.8,53377
MD1687,DODWX,2014-02-01,132.35,8007
MD1688,DODWX,2018-11-04,114.36,60659
MD1689,DODWX,2002-11-21,109.31,27433
MD1690,DODWX,2022-01-02,110.15,19782
MD1691,DODWX,2005-02-05,103.35,1960
MD1692,DODWX,2011-12-24,98.73,36025
MD1693,DODWX,2010-07-16,113.06,71050
MD1694,DODWX,2013-08-30,127.83,25586
MD1695,DODWX,2020-04-25,98.19,98479
MD1696,DODWX,2007-08-17,137.72,90198
MD1697,DODWX,2008-02-06,120.29,37865
MD1698,DODWX,2023-05-19,111.19,45571
MD1699,DODWX,2002-12-22,139.67,19380
MD1700,DODWX,2019-06-25,139.16,70731
MD1701,DODWX,2012-04-20,119.75,52143
MD1702,DODWX,2022-02-28,129.55,24309
MD1703,DODWX,2020-05-19,124.27,33785
MD1704,DODWX,2019-03-07,134.84,78332
MD1705,DODWX,2013-03-19,134.61,54122
MD1706,DODWX,2007-05-09,135.23,6725
MD1707,DODWX,2008-11-15,103.27,80714
MD1708,DODWX,2012-02-20,120.96,82699
MD1709,DODWX,2015-01-09,137.57,7088
MD1710,DODWX,2008-07-04,141.96,4737
MD1711,DODWX,2022-04-30,100.47,91918
MD1712,DODWX,2024-04-01,129.09,31515
MD1713,DODWX,2020-12-25,132.76,38815
MD1714,DODWX,2013-04-16,111.02,55901
MD1715,DODWX,2012-05-04,115.28,8158
MD1716,DODWX,2010-05-08,130.53,10479
MD1717,DODWX,2005-04-28,122.95,19348
MD1718,DODWX,2022-11-16,124.56,46528
MD1719,DODWX,2016-11-07,96.89,30182
MD1720,DODWX,2015-05-26,103.91,61796
MD1721,DODWX,2013-12-02,135.24,72994
MD1722,DODWX,2007-05-23,139.03,33485
MD1723,DODWX,2005-02-22,100.04,63457
MD1724,DODWX,2020-11-11,104.02,33990
MD1725,DODWX,2023-07-22,101.45,66381
MD1726,DODWX,2018-01-27,116.37,88564
MD1727,DODWX,2011-12-15,108.23,86835
MD1728,DODWX,2002-12-05,119.7,97504
MD1729,DODWX,2009-02-01,121.48,8175
MD1730,DODWX,2009-10-18,142.68,25933
MD1731,DODWX,2013-01-21,114.96,1452
MD1732,DODWX,2010-04-25,98.25,22568
MD1733,DODWX,2020-03-31,128.47,17383
MD1734,DODWX,2008-04-01,136.94,58684
MD1735,DODWX,2007-09-10,142.76,53893
MD1736,DODWX,2014-03-16,126.85,98165
MD1737,DODWX,2016-10-07,104.85,92688
MD1738,DODWX,2015-04-13,127.54,74525
MD1739,DODWX,2007-11-18,143.53,65208
MD1740,DODWX,2002-09-27,96.75,11687
MD1741,DODWX,2019-09-28,97.67,46671
MD1742,DODWX,2004-08-15,114.79,83977
MD1743,DODWX,2015-03-31,139.64,24579
MD1744,DODWX,2015-01-08,105.18,23951
MD1745,DODWX,2015-01-11,121.28,28830
MD1746,DODWX,2021-10-20,124.03,90365
MD1747,DODWX,2006-07-18,143.71,85462
MD1748,DODWX,2016-08-14,126.16,15067
MD1749,DODWX,2016-10-01,120.56,84090
MD1750,DODWX,2004-12-31,141.9,69683
MD1751,DODWX,2010-10-27,131.7,9794
MD1752,DODWX,2018-12-29,131.41,6316
MD1753,DODWX,2005-11-23,118.81,65201
MD1754,DODWX,2013-07-02,99.5,85332
MD1755,DODWX,2014-10-09,139.26,11497
MD1756,DODWX,2014-03-17,109.44,2006
MD1757,DODWX,2022-09-08,126.92,40967
MD1758,DODWX,2022-09-17,121.76,90864
MD1759,DODWX,2019-11-11,119.22,82125
MD1760,DODWX,2015-10-22,110.67,15211
MD1761,DODWX,2018-05-05,144.62,85922
MD1762,DODWX,2021-01-31,115.51,36680
MD1763,DODWX,2009-03-14,139.79,21299
MD1764,DODWX,2008-01-07,133.81,65085
MD1765,DODWX,2008-02-04,121.39,43043
MD1766,DODWX,2021-05-16,141.44,82145
MD1767,DODWX,2008-10-08,121.49,40355
MD1768,DODWX,2017-11-21,130.45,48729
MD1769,DODWX,2020-07-27,141.03,34335
MD1770,DODWX,2023-02-24,113.58,56857
MD1771,DODWX,2016-11-02,110.58,58778
MD1772,DODWX,2016-09-02,111.32,2619
MD1773,DODWX,2018-11-10,131.07,77830
MD1774,DODWX,2010-10-27,97.37,24858
MD1775,DODWX,2009-12-20,108.95,81911
MD1776,DODWX,2020-01-01,100.97,32150
MD1777,DODWX,2022-07-26,97.95,20998
MD1778,DODWX,2009-03-09,133.65,19342
MD1779,DODWX,2020-06-20,126.98,42239
MD1780,DODWX,2018-02-03,110.28,95717
MD1781,DODWX,2020-07-12,122.59,30182
MD1782,DODWX,2014-01-01,132.92,39523
MD1783,DODWX,2005-03-26,107.93,93261
MD1784,DODWX,2017-02-27,135.23,53407
MD1785,DODWX,2023-04-24,131.15,78344
MD1786,DODWX,2008-09-03,133.13,37302
MD1787,DODWX,2006-01-21,121.87,82865
MD1788,DODWX,2011-08-28,135.67,82020
MD1789,DODWX,2009-03-14,112.94,86187
MD1790,DODWX,2016-06-16,142.55,88009
MD1791,DODWX,2017-08-15,97.27,23309
MD1792,DODWX,2009-05-28,101.65,40836
MD1793,DODWX,2006-07-10,131.53,32304
MD1794,DODWX,2004-06-13,112.26,52104
MD1795,DODWX,2014-05-12,116.96,54892
MD1796,DODWX,2017-07-08,132.65,93239
MD1797,DODWX,2008-06-07,139.42,89444
MD1798,DODWX,2007-10-06,118.89,1611
MD1799,DODWX,2021-01-19,140.13,97235
MD1800,DODWX,2003-06-12,136.21,90860
MD1801,DODWX,2018-09-11,109.53,61495
MD1802,DODWX,2019-03-21,131.17,94942
MD1803,DODWX,2011-03-20,102.19,16411
MD1804,DODWX,2010-09-10,102.71,34597
MD1805,DODWX,2009-01-28,136.41,38359
MD1806,DODWX,2006-09-03,133.17,50441
MD1807,DODWX,2002-12-10,112.6,54742
MD1808,DODWX,2020-10-27,131.77,47483
MD1809,DODWX,2004-02-25,108.11,70078
MD1810,DODWX,2019-09-15,100.84,71122
MD1811,DODWX,2011-06-09,116.31,54184
MD1812,DODWX,2023-01-16,114.76,86523
MD1813,DODWX,2014-02-07,114.26,21596
MD1814,DODWX,2017-10-05,112.65,81578
MD1815,DODWX,2008-09-06,118.27,80579
MD1816,DODWX,2013-01-10,125.75,29347
MD1817,DODWX,2011-05-29,142.37,83484
MD1818,DODWX,2018-09-18,104.34,66401
MD1819,DODWX,2003-02-04,98.34,93676
MD1820,DODWX,2023-07-23,103.43,92299
MD1821,DODWX,2022-10-15,133.76,61093
MD1822,DODWX,2007-09-25,125.24,32312
MD1823,DODWX,2010-02-13,126.42,3307
MD1824,DODWX,2005-08-01,107.41,89977
MD1825,DODWX,2008-03-19,107.24,88561
MD1826,DODWX,2011-10-07,135.42,32704
MD1827,DODWX,2013-12-02,114.68,75624
MD1828,DODWX,2017-10-29,126.83,16463
MD1829,DODWX,2016-09-29,104.79,12167
MD1830,DODWX,2009-02-27,123.01,57620
MD1831,DODWX,2015-04-08,125.44,65179
MD1832,DODWX,2011-10-13,143.98,84456
MD1833,DODWX,2012-11-11,136.23,32931
MD1834,DODWX,2007-08-13,137.69,86772
MD1835,DODWX,2023-08-02,108.03,12821
MD1836,DODWX,2018-05-15,130.93,15527
MD1837,DODWX,2019-10-09,142.01,21896
MD1838,DODWX,2016-08-11,121.38,98572
MD1839,DODWX,2022-05-24,114.77,20117
MD1840,DODWX,2015-04-19,102.51,86516
MD1841,DODWX,2018-01-07,106.04,69466
MD1842,DODWX,2011-05-18,97.58,89470
MD1843,DODWX,2017-05-31,120.05,45446
MD1844,DODWX,2020-07-26,140.01,86826
MD1845,DODWX,2015-07-16,113.08,4714
MD1846,DODWX,2014-10-22,136.11,91818
MD1847,DODWX,2023-02-15,108.97,5879
MD1848,DODWX,2003-05-20,108.38,58866
MD1849,DODWX,2021-12-31,135.55,27059
MD1850,DODWX,2003-11-13,114.06,51611
MD1851,DODWX,2017-03-25,103.33,97901
MD1852,DODWX,2019-10-07,139.19,47408
MD1853,DODWX,2009-05-18,105.6,60518
MD1854,DODWX,2004-09-22,130.56,8873
MD1855,DODWX,2004-08-13,128.92,73690
MD1856,DODWX,2012-08-16,111.58,18090
MD1857,DODWX,2007-08-02,121.68,24185
MD1858,DODWX,2012-12-02,120.68,13154
MD1859,DODWX,2004-10-16,116.93,86411
MD1860,DODWX,2007-03-25,111.41,94259
MD1861,DODWX,2009-03-17,138.45,84817
MD1862,DODWX,2003-10-16,101.69,26701
MD1863,DODWX,2015-03-15,132.34,84220
MD1864,DODWX,2021-10-02,109.28,81554
MD1865,DODWX,2005-07-31,99.65,10743
MD1866,DODWX,2007-12-01,137.78,20035
MD1867,DODWX,2015-03-16,105.55,37404
MD1868,DODWX,2004-07-16,105.32,3213
MD1869,DODWX,2004-09-23,108.22,53132
MD1870,DODWX,2009-01-13,135.74,82210
MD1871,DODWX,2012-03-04,112.4,83047
